method,model_name,task_name,seed,train_subset_size,primary_metric_name,primary_metric,trainable_parameters,trainable_percentage,epoch,eval_accuracy,eval_loss,eval_matthews_correlation,eval_primary_metric,eval_runtime,eval_samples_per_second,eval_steps_per_second,eval_correct,eval_total,eval_f1
bitfit,bert-base-uncased,cola,42,1000,matthews_correlation,0.38963004002937796,104450,0.09540226132861436,10.0,0.7622243528283796,0.6051894426345825,0.38963004002937796,0.38963004002937796,5.9372,175.673,11.116,,,
bitfit,bert-base-uncased,cola,42,2000,matthews_correlation,0.4459485588679525,104450,0.09540226132861436,10.0,0.7804410354745925,0.5882599353790283,0.4459485588679525,0.4459485588679525,4.5321,230.135,14.563,,,
bitfit,bert-base-uncased,cola,42,5000,matthews_correlation,0.48020247377305925,104450,0.09540226132861436,10.0,0.7929050814956855,0.5270167589187622,0.48020247377305925,0.48020247377305925,3.7565,277.649,17.569,,,
bitfit,bert-base-uncased,cola,456,50,matthews_correlation,-0.02929206145132745,104450,0.09540226132861436,10.0,0.6893576222435283,0.6193487048149109,-0.02929206145132745,-0.02929206145132745,4.325,241.158,15.26,,,
bitfit,bert-base-uncased,cola,456,100,matthews_correlation,0.0,104450,0.09540226132861436,10.0,0.6912751677852349,0.6232249140739441,0.0,0.0,6.6177,157.607,9.973,,,
bitfit,bert-base-uncased,cola,456,200,matthews_correlation,-0.020702674026557004,104450,0.09540226132861436,10.0,0.6903163950143816,0.6157528758049011,-0.020702674026557004,-0.020702674026557004,5.5077,189.373,11.983,,,
bitfit,bert-base-uncased,cola,456,500,matthews_correlation,0.19491696791929794,104450,0.09540226132861436,10.0,0.7114093959731543,0.6026841998100281,0.19491696791929794,0.19491696791929794,5.8843,177.25,11.216,,,
bitfit,bert-base-uncased,cola,456,1000,matthews_correlation,0.3509961277109256,104450,0.09540226132861436,10.0,0.75071907957814,0.6049908995628357,0.3509961277109256,0.3509961277109256,8.1992,127.208,8.05,,,
bitfit,bert-base-uncased,cola,456,2000,matthews_correlation,0.4238909131388949,104450,0.09540226132861436,10.0,0.7737296260786194,0.5589123368263245,0.4238909131388949,0.4238909131388949,3.5988,289.819,18.339,,,
bitfit,bert-base-uncased,cola,456,5000,matthews_correlation,0.5179821135635028,104450,0.09540226132861436,10.0,0.8063279002876318,0.5219444632530212,0.5179821135635028,0.5179821135635028,3.2043,325.501,20.597,,,
bitfit,bert-base-uncased,cola,789,50,matthews_correlation,0.0,104450,0.09540226132861436,10.0,0.6912751677852349,0.6797630190849304,0.0,0.0,3.9382,264.845,16.759,,,
bitfit,bert-base-uncased,cola,789,100,matthews_correlation,-0.020702674026557004,104450,0.09540226132861436,10.0,0.6903163950143816,0.6779323816299438,-0.020702674026557004,-0.020702674026557004,4.3243,241.198,15.263,,,
bitfit,bert-base-uncased,cola,789,200,matthews_correlation,0.0863794254719202,104450,0.09540226132861436,10.0,0.6951102588686481,0.7010944485664368,0.0863794254719202,0.0863794254719202,7.6003,137.231,8.684,,,
bitfit,bert-base-uncased,cola,789,500,matthews_correlation,0.17458831044595108,104450,0.09540226132861436,10.0,0.7075743048897412,0.6655568480491638,0.17458831044595108,0.17458831044595108,6.0982,171.035,10.823,,,
bitfit,bert-base-uncased,cola,789,1000,matthews_correlation,0.3222180119516509,104450,0.09540226132861436,10.0,0.7420901246404602,0.6408113241195679,0.3222180119516509,0.3222180119516509,7.9699,130.867,8.281,,,
bitfit,bert-base-uncased,cola,789,2000,matthews_correlation,0.4285987900939385,104450,0.09540226132861436,10.0,0.7746883988494727,0.563337504863739,0.4285987900939385,0.4285987900939385,4.2357,246.242,15.582,,,
bitfit,bert-base-uncased,cola,789,5000,matthews_correlation,0.5073548497499728,104450,0.09540226132861436,10.0,0.8024928092042186,0.5154809355735779,0.5073548497499728,0.5073548497499728,2.9759,350.485,22.178,,,
full_ft,bert-base-uncased,cola,1024,50,matthews_correlation,-0.04146508169521261,109483778,100.0,3.0,0.6874400767018217,0.6257433295249939,-0.04146508169521261,-0.04146508169521261,7.7374,134.8,8.53,,,
full_ft,bert-base-uncased,cola,1024,100,matthews_correlation,0.09903277435674401,109483778,100.0,3.0,0.675934803451582,0.6244823336601257,0.09903277435674401,0.09903277435674401,4.5557,228.943,14.487,,,
full_ft,bert-base-uncased,cola,1024,200,matthews_correlation,0.0583575833998332,109483778,100.0,3.0,0.6874400767018217,0.5974706411361694,0.0583575833998332,0.0583575833998332,3.7888,275.287,17.42,,,
full_ft,bert-base-uncased,cola,1024,500,matthews_correlation,0.2813373149696202,109483778,100.0,3.0,0.7142857142857143,0.590182363986969,0.2813373149696202,0.2813373149696202,4.2728,244.101,15.446,,,
full_ft,bert-base-uncased,cola,1024,1000,matthews_correlation,0.40976281740188225,109483778,100.0,3.0,0.7679769894534996,0.6845901012420654,0.40976281740188225,0.40976281740188225,4.9025,212.747,13.462,,,
full_ft,bert-base-uncased,cola,1024,2000,matthews_correlation,0.4863512385958954,109483778,100.0,3.0,0.7948226270373921,0.8138813376426697,0.4863512385958954,0.4863512385958954,5.1809,201.315,12.739,,,
full_ft,bert-base-uncased,cola,1024,5000,matthews_correlation,0.5577353353156735,109483778,100.0,3.0,0.8207094918504314,0.7807358503341675,0.5577353353156735,0.5577353353156735,5.2867,197.289,12.484,,,
full_ft,bert-base-uncased,cola,123,50,matthews_correlation,0.0,109483778,100.0,3.0,0.6912751677852349,0.6289268732070923,0.0,0.0,3.2988,316.178,20.007,,,
full_ft,bert-base-uncased,cola,123,100,matthews_correlation,0.0,109483778,100.0,3.0,0.6912751677852349,0.6128638982772827,0.0,0.0,6.6305,157.303,9.954,,,
full_ft,bert-base-uncased,cola,123,200,matthews_correlation,0.0,109483778,100.0,3.0,0.6912751677852349,0.6147195100784302,0.0,0.0,4.7414,219.979,13.92,,,
full_ft,bert-base-uncased,cola,123,500,matthews_correlation,0.3594552668244613,109483778,100.0,3.0,0.7526366251198466,0.5973761081695557,0.3594552668244613,0.3594552668244613,6.9181,150.764,9.54,,,
