method,model_name,task_name,seed,train_subset_size,primary_metric_name,primary_metric,trainable_parameters,trainable_percentage,epoch,eval_accuracy,eval_loss,eval_matthews_correlation,eval_primary_metric,eval_runtime,eval_samples_per_second,eval_steps_per_second,eval_correct,eval_total,eval_f1
topheavy_lora,bert-base-uncased,mrpc,456,50,f1,0.8122270742358079,296450,0.2700395193203643,10.0,0.6838235294117647,0.6239019632339478,,0.8122270742358079,1.9137,213.2,13.586,,,0.8122270742358079
topheavy_lora,bert-base-uncased,mrpc,456,100,f1,0.8122270742358079,296450,0.2700395193203643,10.0,0.6838235294117647,0.6162522435188293,,0.8122270742358079,2.2627,180.315,11.491,,,0.8122270742358079
topheavy_lora,bert-base-uncased,mrpc,456,200,f1,0.8325652841781874,296450,0.2700395193203643,10.0,0.7328431372549019,0.5747166275978088,,0.8325652841781874,2.6367,154.739,9.861,,,0.8325652841781874
topheavy_lora,bert-base-uncased,mrpc,456,500,f1,0.8379705400981997,296450,0.2700395193203643,10.0,0.7573529411764706,0.6485190987586975,,0.8379705400981997,3.0153,135.311,8.623,,,0.8379705400981997
topheavy_lora,bert-base-uncased,mrpc,456,1000,f1,0.8557377049180328,296450,0.2700395193203643,10.0,0.7843137254901961,0.8700306415557861,,0.8557377049180328,2.4424,167.051,10.645,,,0.8557377049180328
topheavy_lora,bert-base-uncased,mrpc,456,2000,f1,0.8804347826086957,296450,0.2700395193203643,10.0,0.8382352941176471,0.6659913659095764,,0.8804347826086957,1.8125,225.105,14.345,,,0.8804347826086957
topheavy_lora,bert-base-uncased,mrpc,456,5000,f1,0.8989547038327527,296450,0.2700395193203643,10.0,0.8578431372549019,0.5721373558044434,,0.8989547038327527,1.1785,346.19,22.061,,,0.8989547038327527
topheavy_lora,bert-base-uncased,mrpc,789,50,f1,0.8122270742358079,296450,0.2700395193203643,10.0,0.6838235294117647,0.6250496506690979,,0.8122270742358079,1.3634,299.243,19.069,,,0.8122270742358079
topheavy_lora,bert-base-uncased,mrpc,789,100,f1,0.8116788321167884,296450,0.2700395193203643,10.0,0.6838235294117647,0.6130754351615906,,0.8116788321167884,2.3735,171.896,10.954,,,0.8116788321167884
topheavy_lora,bert-base-uncased,mrpc,789,200,f1,0.8084415584415584,296450,0.2700395193203643,10.0,0.7107843137254902,0.6370050311088562,,0.8084415584415584,2.7638,147.621,9.407,,,0.8084415584415584
topheavy_lora,bert-base-uncased,mrpc,789,500,f1,0.832,296450,0.2700395193203643,10.0,0.7426470588235294,0.7904369831085205,,0.832,3.6109,112.99,7.2,,,0.832
topheavy_lora,bert-base-uncased,mrpc,789,1000,f1,0.8552845528455284,296450,0.2700395193203643,10.0,0.7818627450980392,0.8283166885375977,,0.8552845528455284,2.5927,157.364,10.028,,,0.8552845528455284
topheavy_lora,bert-base-uncased,mrpc,789,2000,f1,0.8809523809523809,296450,0.2700395193203643,10.0,0.8284313725490197,0.714083731174469,,0.8809523809523809,2.2348,182.571,11.634,,,0.8809523809523809
topheavy_lora,bert-base-uncased,mrpc,789,5000,f1,0.9107142857142857,296450,0.2700395193203643,10.0,0.8774509803921569,0.4720551073551178,,0.9107142857142857,1.4774,276.165,17.599,,,0.9107142857142857
bitfit,distilbert-base-uncased,mrpc,1024,50,f1,0.7495798319327731,643586,0.961221572515634,10.0,0.6348039215686274,0.6634572148323059,,0.7495798319327731,0.7034,580.032,36.963,,,0.7495798319327731
bitfit,distilbert-base-uncased,mrpc,1024,100,f1,0.7779578606158833,643586,0.961221572515634,10.0,0.6642156862745098,0.6740725636482239,,0.7779578606158833,1.1405,357.75,22.798,,,0.7779578606158833
bitfit,distilbert-base-uncased,mrpc,1024,200,f1,0.7725040916530278,643586,0.961221572515634,10.0,0.6593137254901961,0.649604320526123,,0.7725040916530278,1.192,342.288,21.812,,,0.7725040916530278
bitfit,distilbert-base-uncased,mrpc,1024,500,f1,0.8102893890675241,643586,0.961221572515634,10.0,0.7107843137254902,0.5985521078109741,,0.8102893890675241,1.3198,309.139,19.7,,,0.8102893890675241
bitfit,distilbert-base-uncased,mrpc,1024,1000,f1,0.834983498349835,643586,0.961221572515634,10.0,0.7549019607843137,0.5272800922393799,,0.834983498349835,1.2013,339.619,21.642,,,0.834983498349835
bitfit,distilbert-base-uncased,mrpc,1024,2000,f1,0.8576214405360134,643586,0.961221572515634,10.0,0.7916666666666666,0.4703592360019684,,0.8576214405360134,1.3356,305.486,19.467,,,0.8576214405360134
bitfit,distilbert-base-uncased,mrpc,1024,5000,f1,0.8834782608695653,643586,0.961221572515634,10.0,0.8357843137254902,0.4147320091724396,,0.8834782608695653,1.034,394.58,25.145,,,0.8834782608695653
bitfit,distilbert-base-uncased,mrpc,123,100,f1,0.8122270742358079,643586,0.961221572515634,10.0,0.6838235294117647,0.6309006810188293,,0.8122270742358079,0.2442,1670.948,106.482,,,0.8122270742358079
bitfit,distilbert-base-uncased,mrpc,123,500,f1,0.8251968503937008,643586,0.961221572515634,10.0,0.7279411764705882,0.6698468327522278,,0.8251968503937008,0.199,2050.152,130.647,,,0.8251968503937008
bitfit,distilbert-base-uncased,mrpc,123,2000,f1,0.85,643586,0.961221572515634,10.0,0.7794117647058824,0.47017231583595276,,0.85,0.1929,2115.484,134.81,,,0.85
bitfit,distilbert-base-uncased,mrpc,123,50,f1,0.8122270742358079,643586,0.961221572515634,10.0,0.6838235294117647,0.637850284576416,,0.8122270742358079,0.9873,413.241,26.334,,,0.8122270742358079
bitfit,distilbert-base-uncased,mrpc,123,100,f1,0.8122270742358079,643586,0.961221572515634,10.0,0.6838235294117647,0.6309006810188293,,0.8122270742358079,1.075,379.53,24.186,,,0.8122270742358079
bitfit,distilbert-base-uncased,mrpc,123,200,f1,0.8212121212121212,643586,0.961221572515634,10.0,0.7107843137254902,0.6485714912414551,,0.8212121212121212,1.2619,323.311,20.603,,,0.8212121212121212
bitfit,distilbert-base-uncased,mrpc,123,500,f1,0.8251968503937008,643586,0.961221572515634,10.0,0.7279411764705882,0.6698468327522278,,0.8251968503937008,1.1012,370.496,23.61,,,0.8251968503937008
bitfit,distilbert-base-uncased,mrpc,123,1000,f1,0.8355263157894737,643586,0.961221572515634,10.0,0.7549019607843137,0.5666394233703613,,0.8355263157894737,1.3123,310.895,19.812,,,0.8355263157894737
bitfit,distilbert-base-uncased,mrpc,123,2000,f1,0.85,643586,0.961221572515634,10.0,0.7794117647058824,0.46983832120895386,,0.85,3.43,118.951,7.58,,,0.85
bitfit,distilbert-base-uncased,mrpc,123,5000,f1,0.8846815834767642,643586,0.961221572515634,10.0,0.8357843137254902,0.418440580368042,,0.8846815834767642,0.9379,435.006,27.721,,,0.8846815834767642
bitfit,distilbert-base-uncased,mrpc,42,100,f1,0.8102409638554217,643586,0.961221572515634,10.0,0.6911764705882353,0.6147544980049133,,0.8102409638554217,0.1857,2196.723,139.987,,,0.8102409638554217
bitfit,distilbert-base-uncased,mrpc,42,500,f1,0.7953020134228188,643586,0.961221572515634,10.0,0.7009803921568627,0.5608084201812744,,0.7953020134228188,0.1961,2081.092,132.619,,,0.7953020134228188
bitfit,distilbert-base-uncased,mrpc,42,2000,f1,0.863481228668942,643586,0.961221572515634,10.0,0.803921568627451,0.45147985219955444,,0.863481228668942,0.1939,2104.399,134.104,,,0.863481228668942
bitfit,distilbert-base-uncased,mrpc,42,50,f1,0.8122270742358079,643586,0.961221572515634,10.0,0.6838235294117647,0.6227303147315979,,0.8122270742358079,0.5084,802.441,51.136,,,0.8122270742358079
bitfit,distilbert-base-uncased,mrpc,42,100,f1,0.8102409638554217,643586,0.961221572515634,10.0,0.6911764705882353,0.6147544980049133,,0.8102409638554217,0.5529,737.976,47.028,,,0.8102409638554217
bitfit,distilbert-base-uncased,mrpc,42,500,f1,0.7953020134228188,643586,0.961221572515634,10.0,0.7009803921568627,0.5608084201812744,,0.7953020134228188,1.128,361.705,23.05,,,0.7953020134228188
bitfit,distilbert-base-uncased,mrpc,42,1000,f1,0.8353552859618717,643586,0.961221572515634,10.0,0.7671568627450981,0.4918041229248047,,0.8353552859618717,1.3044,312.777,19.932,,,0.8353552859618717
bitfit,distilbert-base-uncased,mrpc,42,200,f1,0.7923930269413629,643586,0.961221572515634,10.0,0.678921568627451,0.6302402019500732,,0.7923930269413629,1.2919,315.803,20.125,,,0.7923930269413629
bitfit,distilbert-base-uncased,mrpc,42,2000,f1,0.863481228668942,643586,0.961221572515634,10.0,0.803921568627451,0.45147985219955444,,0.863481228668942,1.0122,403.084,25.687,,,0.863481228668942
bitfit,distilbert-base-uncased,mrpc,42,5000,f1,0.8754325259515571,643586,0.961221572515634,10.0,0.8235294117647058,0.4255281984806061,,0.8754325259515571,0.7971,511.834,32.617,,,0.8754325259515571
bitfit,distilbert-base-uncased,mrpc,456,100,f1,0.8107302533532041,643586,0.961221572515634,10.0,0.6887254901960784,0.6041597723960876,,0.8107302533532041,0.2255,1809.019,115.281,,,0.8107302533532041
bitfit,distilbert-base-uncased,mrpc,456,500,f1,0.8153078202995009,643586,0.961221572515634,10.0,0.7279411764705882,0.5989106297492981,,0.8153078202995009,0.1881,2169.371,138.244,,,0.8153078202995009
bitfit,distilbert-base-uncased,mrpc,456,2000,f1,0.8551959114139693,643586,0.961221572515634,10.0,0.7916666666666666,0.4661818742752075,,0.8551959114139693,0.1968,2073.648,132.144,,,0.8551959114139693
bitfit,distilbert-base-uncased,mrpc,456,50,f1,0.7957639939485628,643586,0.961221572515634,10.0,0.6691176470588235,0.6444355249404907,,0.7957639939485628,0.685,595.596,37.955,,,0.7957639939485628
bitfit,distilbert-base-uncased,mrpc,456,100,f1,0.8107302533532041,643586,0.961221572515634,10.0,0.6887254901960784,0.6041597723960876,,0.8107302533532041,0.9371,435.373,27.744,,,0.8107302533532041
bitfit,distilbert-base-uncased,mrpc,456,200,f1,0.786833855799373,643586,0.961221572515634,10.0,0.6666666666666666,0.6272627711296082,,0.786833855799373,0.8847,461.196,29.39,,,0.786833855799373
bitfit,distilbert-base-uncased,mrpc,456,500,f1,0.8153078202995009,643586,0.961221572515634,10.0,0.7279411764705882,0.5993066430091858,,0.8153078202995009,1.2054,338.479,21.57,,,0.8153078202995009
bitfit,distilbert-base-uncased,mrpc,456,1000,f1,0.8352745424292846,643586,0.961221572515634,10.0,0.7573529411764706,0.5701994299888611,,0.8352745424292846,1.3858,294.423,18.762,,,0.8352745424292846
bitfit,distilbert-base-uncased,mrpc,456,2000,f1,0.856655290102389,643586,0.961221572515634,10.0,0.7941176470588235,0.4658445417881012,,0.856655290102389,1.171,348.432,22.204,,,0.856655290102389
bitfit,distilbert-base-uncased,mrpc,456,5000,f1,0.8808290155440415,643586,0.961221572515634,10.0,0.8308823529411765,0.42617905139923096,,0.8808290155440415,1.3007,313.671,19.989,,,0.8808290155440415
bitfit,distilbert-base-uncased,mrpc,789,50,f1,0.8122270742358079,643586,0.961221572515634,10.0,0.6838235294117647,0.6134811043739319,,0.8122270742358079,0.8763,465.569,29.669,,,0.8122270742358079
bitfit,distilbert-base-uncased,mrpc,789,100,f1,0.8202764976958525,643586,0.961221572515634,10.0,0.7132352941176471,0.6171595454216003,,0.8202764976958525,0.932,437.758,27.896,,,0.8202764976958525
bitfit,distilbert-base-uncased,mrpc,789,200,f1,0.8125,643586,0.961221572515634,10.0,0.7058823529411765,0.6088433265686035,,0.8125,1.1409,357.613,22.789,,,0.8125
bitfit,distilbert-base-uncased,mrpc,789,500,f1,0.8164556962025317,643586,0.961221572515634,10.0,0.7156862745098039,0.621260941028595,,0.8164556962025317,1.0481,389.286,24.807,,,0.8164556962025317
bitfit,distilbert-base-uncased,mrpc,789,1000,f1,0.8344155844155844,643586,0.961221572515634,10.0,0.75,0.5751315951347351,,0.8344155844155844,1.1681,349.288,22.259,,,0.8344155844155844
bitfit,distilbert-base-uncased,mrpc,789,2000,f1,0.8576158940397351,643586,0.961221572515634,10.0,0.7892156862745098,0.5065302848815918,,0.8576158940397351,1.5282,266.981,17.013,,,0.8576158940397351
bitfit,distilbert-base-uncased,mrpc,789,5000,f1,0.8782161234991424,643586,0.961221572515634,10.0,0.8259803921568627,0.4328070282936096,,0.8782161234991424,0.8381,486.788,31.021,,,0.8782161234991424
full_ft,distilbert-base-uncased,mrpc,1024,50,f1,0.8006134969325154,66955010,100.0,3.0,0.6813725490196079,0.6664189100265503,,0.8006134969325154,0.6606,617.609,39.357,,,0.8006134969325154
full_ft,distilbert-base-uncased,mrpc,1024,100,f1,0.8122270742358079,66955010,100.0,3.0,0.6838235294117647,0.6131627559661865,,0.8122270742358079,1.147,355.703,22.667,,,0.8122270742358079
full_ft,distilbert-base-uncased,mrpc,1024,200,f1,0.8177777777777778,66955010,100.0,3.0,0.6985294117647058,0.6031990647315979,,0.8177777777777778,1.0967,372.04,23.708,,,0.8177777777777778
full_ft,distilbert-base-uncased,mrpc,1024,500,f1,0.8220858895705522,66955010,100.0,3.0,0.7156862745098039,0.5691936612129211,,0.8220858895705522,1.1535,353.713,22.541,,,0.8220858895705522
full_ft,distilbert-base-uncased,mrpc,1024,1000,f1,0.8495867768595041,66955010,100.0,3.0,0.7769607843137255,0.4902186691761017,,0.8495867768595041,1.411,289.15,18.426,,,0.8495867768595041
full_ft,distilbert-base-uncased,mrpc,1024,2000,f1,0.89419795221843,66955010,100.0,3.0,0.8480392156862745,0.4508296847343445,,0.89419795221843,1.0654,382.97,24.405,,,0.89419795221843
full_ft,distilbert-base-uncased,mrpc,1024,5000,f1,0.8919382504288165,66955010,100.0,3.0,0.8455882352941176,0.5426697731018066,,0.8919382504288165,1.4319,284.933,18.157,,,0.8919382504288165
full_ft,distilbert-base-uncased,mrpc,123,100,f1,0.8122270742358079,66955010,100.0,3.0,0.6838235294117647,0.6166582107543945,,0.8122270742358079,0.238,1714.535,109.26,,,0.8122270742358079
full_ft,distilbert-base-uncased,mrpc,123,500,f1,0.824773413897281,66955010,100.0,3.0,0.7156862745098039,0.6057835221290588,,0.824773413897281,0.2494,1636.102,104.261,,,0.824773413897281
full_ft,distilbert-base-uncased,mrpc,123,2000,f1,0.8811188811188811,66955010,100.0,3.0,0.8333333333333334,0.4403184950351715,,0.8811188811188811,0.2067,1973.424,125.757,,,0.8811188811188811
full_ft,distilbert-base-uncased,mrpc,123,50,f1,0.8122270742358079,66955010,100.0,3.0,0.6838235294117647,0.6212427616119385,,0.8122270742358079,0.3975,1026.409,65.408,,,0.8122270742358079
full_ft,distilbert-base-uncased,mrpc,123,100,f1,0.8122270742358079,66955010,100.0,3.0,0.6838235294117647,0.6166582107543945,,0.8122270742358079,1.1172,365.206,23.273,,,0.8122270742358079
full_ft,distilbert-base-uncased,mrpc,123,200,f1,0.8122270742358079,66955010,100.0,3.0,0.6838235294117647,0.6154038906097412,,0.8122270742358079,1.0892,374.602,23.872,,,0.8122270742358079
full_ft,distilbert-base-uncased,mrpc,123,500,f1,0.824773413897281,66955010,100.0,3.0,0.7156862745098039,0.6052930951118469,,0.824773413897281,0.5794,704.237,44.878,,,0.824773413897281
full_ft,distilbert-base-uncased,mrpc,123,1000,f1,0.8542372881355932,66955010,100.0,3.0,0.7892156862745098,0.4982316195964813,,0.8542372881355932,0.6526,625.211,39.842,,,0.8542372881355932
full_ft,distilbert-base-uncased,mrpc,123,2000,f1,0.8811188811188811,66955010,100.0,3.0,0.8333333333333334,0.4403184950351715,,0.8811188811188811,1.216,335.538,21.382,,,0.8811188811188811
full_ft,distilbert-base-uncased,mrpc,123,5000,f1,0.8922558922558923,66955010,100.0,3.0,0.8431372549019608,0.5726253390312195,,0.8922558922558923,1.3919,293.127,18.68,,,0.8922558922558923
full_ft,distilbert-base-uncased,mrpc,42,100,f1,0.8181818181818182,66955010,100.0,3.0,0.696078431372549,0.6095760464668274,,0.8181818181818182,0.2692,1515.711,96.589,,,0.8181818181818182
full_ft,distilbert-base-uncased,mrpc,42,500,f1,0.8167701863354038,66955010,100.0,3.0,0.7107843137254902,0.5374847054481506,,0.8167701863354038,0.2104,1939.574,123.6,,,0.8167701863354038
full_ft,distilbert-base-uncased,mrpc,42,2000,f1,0.8831615120274914,66955010,100.0,3.0,0.8333333333333334,0.4928014874458313,,0.8831615120274914,0.2638,1546.789,98.57,,,0.8831615120274914
full_ft,distilbert-base-uncased,mrpc,42,50,f1,0.8122270742358079,66955010,100.0,3.0,0.6838235294117647,0.6459482312202454,,0.8122270742358079,0.9269,440.154,28.049,,,0.8122270742358079
full_ft,distilbert-base-uncased,mrpc,42,100,f1,0.8181818181818182,66955010,100.0,3.0,0.696078431372549,0.6095760464668274,,0.8181818181818182,0.8553,477.039,30.4,,,0.8181818181818182
full_ft,distilbert-base-uncased,mrpc,42,200,f1,0.8193832599118943,66955010,100.0,3.0,0.6985294117647058,0.5933182835578918,,0.8193832599118943,1.3729,297.187,18.938,,,0.8193832599118943
full_ft,distilbert-base-uncased,mrpc,42,500,f1,0.8167701863354038,66955010,100.0,3.0,0.7107843137254902,0.5374847054481506,,0.8167701863354038,1.1495,354.948,22.619,,,0.8167701863354038
full_ft,distilbert-base-uncased,mrpc,42,1000,f1,0.8622540250447227,66955010,100.0,3.0,0.8112745098039216,0.4412228763103485,,0.8622540250447227,1.0355,394.006,25.108,,,0.8622540250447227
full_ft,distilbert-base-uncased,mrpc,42,2000,f1,0.8831615120274914,66955010,100.0,3.0,0.8333333333333334,0.4928014874458313,,0.8831615120274914,1.1969,340.875,21.722,,,0.8831615120274914
full_ft,distilbert-base-uncased,mrpc,42,5000,f1,0.8877551020408163,66955010,100.0,3.0,0.8382352941176471,0.5839247703552246,,0.8877551020408163,1.0867,375.452,23.926,,,0.8877551020408163
full_ft,distilbert-base-uncased,mrpc,456,100,f1,0.8122270742358079,66955010,100.0,3.0,0.6838235294117647,0.6184518933296204,,0.8122270742358079,0.2005,2035.38,129.706,,,0.8122270742358079
full_ft,distilbert-base-uncased,mrpc,456,500,f1,0.8233532934131736,66955010,100.0,3.0,0.7107843137254902,0.5564014911651611,,0.8233532934131736,0.2347,1738.188,110.767,,,0.8233532934131736
full_ft,distilbert-base-uncased,mrpc,456,2000,f1,0.8808290155440415,66955010,100.0,3.0,0.8308823529411765,0.5484271049499512,,0.8808290155440415,0.2071,1970.061,125.543,,,0.8808290155440415
full_ft,distilbert-base-uncased,mrpc,456,50,f1,0.8122270742358079,66955010,100.0,3.0,0.6838235294117647,0.6412605047225952,,0.8122270742358079,1.1636,350.635,22.344,,,0.8122270742358079
full_ft,distilbert-base-uncased,mrpc,456,100,f1,0.8122270742358079,66955010,100.0,3.0,0.6838235294117647,0.6184518933296204,,0.8122270742358079,1.0656,382.886,24.4,,,0.8122270742358079
full_ft,distilbert-base-uncased,mrpc,456,200,f1,0.8122270742358079,66955010,100.0,3.0,0.6838235294117647,0.5913432836532593,,0.8122270742358079,0.9959,409.696,26.108,,,0.8122270742358079
full_ft,distilbert-base-uncased,mrpc,456,500,f1,0.8233532934131736,66955010,100.0,3.0,0.7107843137254902,0.5564014911651611,,0.8233532934131736,1.0334,394.808,25.159,,,0.8233532934131736
full_ft,distilbert-base-uncased,mrpc,456,1000,f1,0.8392554991539763,66955010,100.0,3.0,0.7671568627450981,0.5279620885848999,,0.8392554991539763,1.0381,393.038,25.047,,,0.8392554991539763
full_ft,distilbert-base-uncased,mrpc,456,2000,f1,0.8808290155440415,66955010,100.0,3.0,0.8308823529411765,0.5484271049499512,,0.8808290155440415,1.3828,295.056,18.803,,,0.8808290155440415
full_ft,distilbert-base-uncased,mrpc,456,5000,f1,0.9015544041450777,66955010,100.0,3.0,0.8602941176470589,0.5133329033851624,,0.9015544041450777,1.2314,331.325,21.114,,,0.9015544041450777
full_ft,distilbert-base-uncased,mrpc,789,50,f1,0.8122270742358079,66955010,100.0,3.0,0.6838235294117647,0.6182717680931091,,0.8122270742358079,0.8981,454.305,28.951,,,0.8122270742358079
full_ft,distilbert-base-uncased,mrpc,789,100,f1,0.8122270742358079,66955010,100.0,3.0,0.6838235294117647,0.6064836382865906,,0.8122270742358079,1.0495,388.75,24.773,,,0.8122270742358079
full_ft,distilbert-base-uncased,mrpc,789,200,f1,0.8122270742358079,66955010,100.0,3.0,0.6838235294117647,0.5924934148788452,,0.8122270742358079,0.936,435.884,27.777,,,0.8122270742358079
full_ft,distilbert-base-uncased,mrpc,789,500,f1,0.8266666666666667,66955010,100.0,3.0,0.7132352941176471,0.5728662610054016,,0.8266666666666667,0.7829,521.121,33.209,,,0.8266666666666667
full_ft,distilbert-base-uncased,mrpc,789,1000,f1,0.8543689320388349,66955010,100.0,3.0,0.7794117647058824,0.5238184928894043,,0.8543689320388349,1.0358,393.903,25.102,,,0.8543689320388349
full_ft,distilbert-base-uncased,mrpc,789,2000,f1,0.8929765886287625,66955010,100.0,3.0,0.8431372549019608,0.5142873525619507,,0.8929765886287625,1.4409,283.156,18.044,,,0.8929765886287625
full_ft,distilbert-base-uncased,mrpc,789,5000,f1,0.8984509466437177,66955010,100.0,3.0,0.8553921568627451,0.525762140750885,,0.8984509466437177,1.2926,315.638,20.114,,,0.8984509466437177
lora,distilbert-base-uncased,mrpc,1024,50,f1,0.7566666666666667,739586,1.0925332946813067,10.0,0.6421568627450981,0.6621243357658386,,0.7566666666666667,1.3878,293.99,18.735,,,0.7566666666666667
lora,distilbert-base-uncased,mrpc,1024,100,f1,0.7732463295269169,739586,1.0925332946813067,10.0,0.6593137254901961,0.703313946723938,,0.7732463295269169,1.3327,306.151,19.51,,,0.7732463295269169
lora,distilbert-base-uncased,mrpc,1024,200,f1,0.7861842105263158,739586,1.0925332946813067,10.0,0.6813725490196079,0.6788644194602966,,0.7861842105263158,1.358,300.444,19.146,,,0.7861842105263158
lora,distilbert-base-uncased,mrpc,1024,500,f1,0.8355263157894737,739586,1.0925332946813067,10.0,0.7549019607843137,0.6483193039894104,,0.8355263157894737,1.5681,260.184,16.58,,,0.8355263157894737
lora,distilbert-base-uncased,mrpc,1024,1000,f1,0.86,739586,1.0925332946813067,10.0,0.7941176470588235,0.7054646611213684,,0.86,2.0571,198.34,12.639,,,0.86
lora,distilbert-base-uncased,mrpc,1024,2000,f1,0.8779661016949153,739586,1.0925332946813067,10.0,0.8235294117647058,0.645411491394043,,0.8779661016949153,1.835,222.345,14.169,,,0.8779661016949153
lora,distilbert-base-uncased,mrpc,1024,5000,f1,0.8888888888888888,739586,1.0925332946813067,10.0,0.8406862745098039,0.6047459840774536,,0.8888888888888888,1.2651,322.495,20.551,,,0.8888888888888888
lora,distilbert-base-uncased,mrpc,123,100,f1,0.8122270742358079,739586,1.0925332946813067,10.0,0.6838235294117647,0.6325867772102356,,0.8122270742358079,0.2352,1734.837,110.553,,,0.8122270742358079
lora,distilbert-base-uncased,mrpc,123,500,f1,0.8157894736842105,739586,1.0925332946813067,10.0,0.7254901960784313,0.8563177585601807,,0.8157894736842105,0.2595,1572.443,100.205,,,0.8157894736842105
lora,distilbert-base-uncased,mrpc,123,2000,f1,0.888507718696398,739586,1.0925332946813067,10.0,0.8406862745098039,0.5523176193237305,,0.888507718696398,0.2358,1730.516,110.278,,,0.888507718696398
lora,distilbert-base-uncased,mrpc,123,50,f1,0.8122270742358079,739586,1.0925332946813067,10.0,0.6838235294117647,0.6405096650123596,,0.8122270742358079,0.8022,508.615,32.412,,,0.8122270742358079
lora,distilbert-base-uncased,mrpc,123,100,f1,0.8122270742358079,739586,1.0925332946813067,10.0,0.6838235294117647,0.6325867772102356,,0.8122270742358079,1.1652,350.153,22.314,,,0.8122270742358079
lora,distilbert-base-uncased,mrpc,123,200,f1,0.8195718654434251,739586,1.0925332946813067,10.0,0.7107843137254902,0.7286254167556763,,0.8195718654434251,1.7154,237.842,15.157,,,0.8195718654434251
lora,distilbert-base-uncased,mrpc,123,500,f1,0.8157894736842105,739586,1.0925332946813067,10.0,0.7254901960784313,0.8563177585601807,,0.8157894736842105,1.7844,228.653,14.571,,,0.8157894736842105
lora,distilbert-base-uncased,mrpc,123,1000,f1,0.847457627118644,739586,1.0925332946813067,10.0,0.7794117647058824,0.7442336678504944,,0.847457627118644,1.7791,229.331,14.614,,,0.847457627118644
lora,distilbert-base-uncased,mrpc,123,2000,f1,0.888507718696398,739586,1.0925332946813067,10.0,0.8406862745098039,0.5523176193237305,,0.888507718696398,1.505,271.09,17.275,,,0.888507718696398
lora,distilbert-base-uncased,mrpc,123,5000,f1,0.8850771869639794,739586,1.0925332946813067,10.0,0.8357843137254902,0.5831791758537292,,0.8850771869639794,1.1546,353.354,22.518,,,0.8850771869639794
lora,distilbert-base-uncased,mrpc,42,100,f1,0.8120300751879699,739586,1.0925332946813067,10.0,0.6936274509803921,0.6080003380775452,,0.8120300751879699,0.2741,1488.364,94.847,,,0.8120300751879699
lora,distilbert-base-uncased,mrpc,42,500,f1,0.8070796460176991,739586,1.0925332946813067,10.0,0.7328431372549019,0.6164351105690002,,0.8070796460176991,0.2351,1735.289,110.582,,,0.8070796460176991
lora,distilbert-base-uncased,mrpc,42,2000,f1,0.8862478777589134,739586,1.0925332946813067,10.0,0.8357843137254902,0.6671631932258606,,0.8862478777589134,0.2471,1651.067,105.215,,,0.8862478777589134
lora,distilbert-base-uncased,mrpc,42,50,f1,0.8122270742358079,739586,1.0925332946813067,10.0,0.6838235294117647,0.6218563914299011,,0.8122270742358079,0.8581,475.46,30.299,,,0.8122270742358079
lora,distilbert-base-uncased,mrpc,42,100,f1,0.8120300751879699,739586,1.0925332946813067,10.0,0.6936274509803921,0.6080003380775452,,0.8120300751879699,1.6887,241.6,15.396,,,0.8120300751879699
lora,distilbert-base-uncased,mrpc,42,200,f1,0.7785234899328859,739586,1.0925332946813067,10.0,0.6764705882352942,0.6358760595321655,,0.7785234899328859,1.8658,218.673,13.935,,,0.7785234899328859
lora,distilbert-base-uncased,mrpc,42,500,f1,0.8070796460176991,739586,1.0925332946813067,10.0,0.7328431372549019,0.6164351105690002,,0.8070796460176991,1.8139,224.929,14.334,,,0.8070796460176991
lora,distilbert-base-uncased,mrpc,42,1000,f1,0.8773747841105354,739586,1.0925332946813067,10.0,0.8259803921568627,0.594586968421936,,0.8773747841105354,1.8302,222.928,14.206,,,0.8773747841105354
lora,distilbert-base-uncased,mrpc,42,2000,f1,0.8862478777589134,739586,1.0925332946813067,10.0,0.8357843137254902,0.6671631932258606,,0.8862478777589134,1.6939,240.866,15.349,,,0.8862478777589134
lora,distilbert-base-uncased,mrpc,42,5000,f1,0.8771331058020477,739586,1.0925332946813067,10.0,0.8235294117647058,0.6640125513076782,,0.8771331058020477,1.4776,276.117,17.596,,,0.8771331058020477
lora,distilbert-base-uncased,mrpc,456,100,f1,0.8103975535168195,739586,1.0925332946813067,10.0,0.696078431372549,0.5998654961585999,,0.8103975535168195,1.4125,288.849,18.407,,,0.8103975535168195
lora,distilbert-base-uncased,mrpc,456,500,f1,0.8431703204047217,739586,1.0925332946813067,10.0,0.7720588235294118,0.6686962246894836,,0.8431703204047217,0.2408,1694.311,107.971,,,0.8431703204047217
lora,distilbert-base-uncased,mrpc,456,2000,f1,0.8771929824561403,739586,1.0925332946813067,10.0,0.8284313725490197,0.6838281750679016,,0.8771929824561403,0.2553,1597.996,101.833,,,0.8771929824561403
lora,distilbert-base-uncased,mrpc,456,50,f1,0.7957639939485628,739586,1.0925332946813067,10.0,0.6691176470588235,0.645229697227478,,0.7957639939485628,1.1491,355.05,22.626,,,0.7957639939485628
lora,distilbert-base-uncased,mrpc,456,100,f1,0.8103975535168195,739586,1.0925332946813067,10.0,0.696078431372549,0.5998654961585999,,0.8103975535168195,1.3002,313.793,19.997,,,0.8103975535168195
lora,distilbert-base-uncased,mrpc,456,200,f1,0.7953020134228188,739586,1.0925332946813067,10.0,0.7009803921568627,0.6560080051422119,,0.7953020134228188,1.242,328.494,20.933,,,0.7953020134228188
